x,y,z,r,g,b
17.5842,-11.9756,-37.8209,37,46,35
-46.9950,17.7923,-36.1372,26,27,14
14.0503,-22.8993,-36.2871,130,121,101
8.3515,-22.5907,-36.2321,90,103,42
15.0034,-22.2496,-36.3177,183,180,170
18.2105,-27.0813,-36.4227,178,175,176
10.6009,-32.3680,-36.3979,114,114,100
17.4228,-16.2274,-37.5763,96,91,85
18.0247,-15.4634,-37.7725,153,154,133
-16.4987,46.4015,-35.0562,32,51,25
15.2367,-22.8062,-36.3148,173,168,156
23.0987,-5.7910,-38.0803,219,219,209
-19.2202,-22.2744,-33.6040,86,94,45
46.0373,-4.9249,-37.7725,72,93,44
19.0305,-15.5446,-37.8355,114,116,79
-48.6734,33.5469,-37.2982,62,68,93
19.3845,-15.7429,-37.7862,138,132,95
6.6985,25.4347,-37.6412,84,111,55
-5.0682,-23.9340,-36.1936,42,57,22
14.4132,-31.7392,-36.4162,151,151,136
15.5926,-8.9794,-37.4448,109,110,81
14.4752,-31.5581,-36.4318,149,144,142
-7.1322,31.0794,-38.2037,193,199,195
-47.3139,33.8495,-36.6896,56,70,79
21.9228,-15.4369,-37.8365,153,143,114
7.0671,-36.1428,-36.6313,50,51,25
26.5496,-10.1928,-38.1020,195,199,199
26.0736,-12.1664,-38.1296,164,159,149
18.0569,27.6544,-38.6026,167,167,178
-29.9648,41.1651,-38.1365,61,87,100
-40.1253,31.6596,-37.7098,103,97,91
-45.0804,34.0293,-37.3848,127,139,138
15.2194,-31.8592,-36.6102,121,115,102
2.9296,-10.4212,-29.3044,69,42,35
13.1794,19.1951,-38.2862,129,123,122
-36.0980,-14.6450,-32.1360,95,106,30
19.5147,27.2500,-38.6021,175,179,183
-30.3986,-23.4966,-36.7550,90,89,88
-36.4076,-14.3086,-32.5748,48,60,13
16.0408,-23.6344,-36.3735,193,192,185
-29.6465,17.1177,-36.4185,22,25,31
-36.4414,-14.8162,-32.9408,24,29,9
-7.4249,-23.3420,-36.8400,115,111,70
-49.5244,-33.3640,-35.8507,122,123,86
12.2868,-1.5595,-25.5803,75,45,45
-37.7107,-16.7989,-34.1957,43,52,18
-20.7916,32.9295,-37.6958,172,183,178
10.6091,-14.5537,-37.3365,112,107,66
-48.8323,-33.0393,-36.1001,37,41,27
12.4448,-3.1022,-25.9515,79,48,43
-17.4300,33.1030,-37.7535,22,29,14
-13.9777,33.5800,-37.3953,90,109,52
-46.1031,-32.3509,-36.1875,52,61,36
12.4267,-4.3323,-26.3923,87,51,39
-8.7573,-2.7694,-25.2986,203,141,120
-30.7694,-23.1415,-36.0135,17,23,34
-41.0555,-31.2075,-35.9971,32,40,22
-34.6218,-32.9863,-35.5526,119,124,68
-2.6148,40.2521,-38.0598,151,159,158
-4.4640,-2.1313,-25.2599,234,173,136
-36.3541,-23.1816,-36.9937,127,113,113
-4.9752,-1.8894,-25.3992,199,120,94
-38.3937,-34.5032,-35.6156,142,139,120
-10.7017,21.7945,-38.2186,202,202,192
-35.5805,-30.5228,-35.9109,90,99,69
-16.6797,39.2111,-38.4390,29,32,27
-34.6857,-30.0209,-35.8199,97,102,64
-1.1089,-22.1669,-36.7893,75,70,39
-33.3474,-29.1284,-36.0924,54,64,31
-18.9067,-11.8256,-32.1917,15,40,9
-32.1586,-26.4739,-36.2571,72,82,47
51.0404,28.8611,-38.8132,28,32,15
-12.6065,20.1021,-38.1322,44,45,27
-7.6559,-21.2866,-37.0597,167,151,131
-25.6273,-28.3310,-36.2365,57,65,36
-0.8041,13.2235,-33.7929,51,52,25
-13.9576,36.1923,-37.1962,174,195,206
-0.6303,26.2924,-37.9103,14,15,19
-0.7830,13.4474,-33.7068,182,191,188
4.0966,28.8476,-37.5035,77,102,113
-12.0851,24.4200,-38.3709,209,212,209
2.9697,-7.8540,-26.9713,29,21,22
6.5316,31.7677,-37.8976,69,77,83
2.9519,-8.0236,-26.9878,24,21,24
-15.6417,-19.3715,-36.4040,14,13,18
5.6164,27.5908,-38.4765,246,250,248
14.3703,31.4507,-38.3437,48,57,59
16.8242,-18.1024,-36.3216,30,39,13
5.6164,27.5908,-38.4765,246,250,248
-13.2000,-25.3542,-36.4898,76,84,42
14.6035,6.1916,-37.6104,111,121,133
-14.9326,-19.3314,-37.6798,162,159,138
-13.6536,-28.5273,-35.8631,206,199,192
-11.1196,-26.3073,-35.7574,57,75,29
-31.2740,18.3101,-35.8608,40,49,51
14.3795,32.3541,-38.5674,188,160,153
23.3070,-16.8715,-37.3901,37,42,19
-2.8642,-14.8621,-37.1581,121,121,60
-41.5463,-24.6344,-37.0254,196,188,183
-6.6149,-28.2538,-35.9044,175,173,170
-7.2217,-4.3477,-25.0739,205,149,105
13.6463,13.1330,-35.8571,184,172,156
21.9460,-14.5351,-38.0033,177,170,158
13.2437,12.0128,-35.8085,68,71,78
-37.8625,-33.6691,-35.4642,98,99,44
3.9015,-13.5792,-37.2790,35,39,14
-1.7582,28.1276,-36.9734,230,234,236
4.7457,-12.5218,-37.4175,104,93,51
4.2004,37.0522,-31.9697,44,48,55
21.9861,26.3864,-38.9872,169,166,160
3.0988,-36.8376,-36.5701,108,110,66
-18.5664,-29.7558,-35.7140,197,197,189
5.9767,-12.8259,-37.3896,97,101,40
-21.2315,-29.7998,-35.7137,179,173,164
2.2033,-23.8168,-36.1892,84,92,38
-31.4254,-24.2109,-36.4839,23,26,33
-30.0066,35.8504,-32.8350,226,228,225
3.5243,-20.6513,-37.0752,65,76,16
6.0397,-24.6203,-36.1546,85,91,36
-8.6642,21.7090,-38.3191,191,191,189
6.7763,-13.0749,-37.3359,139,143,97
8.2861,18.0393,-37.2149,54,63,68
7.5143,-11.9008,-37.3837,201,188,151
15.1750,3.0931,-38.0737,28,38,29
-1.8490,-37.4583,-36.3912,71,79,38
6.4408,-17.6883,-37.3079,142,128,83
0.2700,-23.4114,-36.0681,35,42,24
5.4713,-22.1839,-36.0377,100,121,56
-32.6686,-28.5937,-35.9999,93,106,60
-53.9237,30.7472,-35.9126,21,29,21
0.6387,-33.8873,-36.2110,225,224,223
-10.6035,21.9901,-38.1937,132,119,121
37.8204,37.8968,-39.7564,50,80,38
6.9096,-18.7831,-37.2776,174,161,121
-35.6283,-38.7543,-35.7302,85,91,101
-0.4321,-19.5977,-37.1035,197,178,149
6.9096,-18.7831,-37.2776,174,161,121
17.4790,-14.1333,-37.4040,64,94,127
-14.2729,-21.2791,-37.0728,184,177,166
14.9640,-6.0765,-35.3147,80,108,33
11.7503,-15.1637,-34.2794,21,36,10
16.2869,-3.5287,-38.1231,204,202,197
11.9961,-14.9548,-34.2666,18,29,12
13.6158,-31.7312,-36.4373,104,99,72
4.2953,-29.7781,-36.1115,191,185,185
-19.5834,-28.0628,-35.7255,61,91,40
8.8519,-18.9117,-37.2693,88,88,38
12.4437,-11.2378,-37.4527,93,91,37
-6.4660,-23.0572,-36.4881,142,133,95
-13.2715,-19.6379,-37.1184,193,190,175
8.0815,-22.9177,-36.2508,74,89,40
16.0208,-3.2399,-37.9917,174,178,175
15.0759,-9.9903,-35.9827,40,55,18
17.0400,-9.0107,-37.9201,210,203,191
-28.7998,16.6221,-37.6617,46,48,17
8.2287,-32.2059,-36.3521,172,172,168
7.8664,26.6912,-37.6817,163,181,180
6.8506,-34.2954,-36.2662,187,173,129
7.0686,-36.5703,-36.5329,106,96,74
-15.1468,18.7235,-37.7401,103,97,66
18.4869,-10.8528,-37.8343,203,198,194
17.6297,-17.7796,-34.6760,18,31,10
8.4425,25.5703,-37.6438,63,85,32
-28.1826,43.2689,-37.7412,121,131,138
17.5359,-16.4560,-37.6158,24,24,20
-4.3883,-22.9792,-36.7059,171,160,109
16.5225,-23.8835,-36.3637,199,198,196
-15.8272,36.4657,-37.6242,18,18,17
13.4369,-31.4522,-36.4254,157,153,159
-35.4511,36.1792,-38.0441,228,233,234
11.9514,-35.2943,-36.6043,65,81,29
1.7707,-24.7729,-36.2267,112,112,81
13.7823,-31.6824,-36.4349,155,147,143
5.7505,-17.5283,-37.3071,107,115,49
20.7526,-21.2425,-36.4838,130,134,115
13.3859,28.4106,-37.9383,200,70,75
20.7648,-21.2424,-36.4639,130,134,115
15.9164,-1.5318,-36.6226,25,39,13
24.4522,-13.0506,-38.1301,187,186,185
14.2664,3.8822,-36.5511,10,14,11
21.9488,-20.8527,-36.4175,51,71,25
18.8301,25.7382,-38.6209,207,208,203
21.8061,-21.7097,-36.4741,182,180,178
8.6676,-18.6711,-37.3258,171,151,101
-40.1379,34.4675,-37.0685,216,229,233
19.1284,-15.8295,-37.7790,75,79,41
-8.5248,45.4628,-30.5065,121,119,102
11.5130,1.9327,-34.2760,89,113,134
-28.2551,22.8405,-37.2737,19,31,23
11.2740,9.3606,-35.6979,137,162,185
-15.9212,36.6927,-35.5744,31,27,26
14.4133,6.0794,-35.6867,66,68,73
0.6131,42.8881,-30.1421,58,65,68
10.4369,17.5803,-38.5909,181,172,167
-22.0070,31.3529,-37.9891,201,200,192
-26.4977,17.1605,-36.8890,168,118,85
14.0721,3.4266,-35.6398,88,99,78
-26.3468,17.7442,-37.8961,84,87,98
-34.0026,-24.9218,-35.9060,17,18,16
-33.8158,-14.3673,-35.6727,23,33,17
23.7481,12.1356,-32.5760,65,68,69
-13.3005,34.9684,-37.5337,107,120,127
-39.5736,-35.2405,-35.4304,129,125,103
-7.3967,41.8524,-38.2417,157,143,138
21.9342,25.8476,-38.3646,35,29,33
-36.1484,-33.4792,-35.3429,151,146,112
4.3402,42.9098,-33.3641,37,34,40
-12.3435,22.1549,-38.1440,62,67,72
-32.8163,36.6746,-32.6427,89,83,81
-31.6674,-26.6311,-36.4392,27,26,18
14.6043,-7.5374,-36.5869,107,138,58
-30.3564,-28.5267,-35.7425,94,110,60
19.9868,26.8273,-38.6425,203,207,203
2.6375,37.8470,-36.5631,125,137,136
16.4424,-10.1970,-37.5751,49,49,32
2.8016,37.9278,-37.4073,74,74,83
14.4171,4.6527,-36.4544,10,23,14
3.7114,-1.0032,-25.3742,191,119,81
-21.6421,-20.7815,-36.3037,95,115,125
16.6672,-21.2820,-36.3398,94,105,47
-0.1849,16.7895,-36.4801,128,133,80
11.8977,-0.4438,-37.9545,47,53,63
-14.8968,-22.4222,-36.4307,10,14,16
12.3677,-0.5876,-25.3874,232,179,149
-9.4311,-25.3207,-35.8502,28,43,17
-13.0924,42.0164,-37.1614,197,194,179
51.0160,20.8988,-38.0689,172,169,169
-6.4753,-25.3877,-35.9091,79,94,42
12.7534,19.1759,-37.3716,112,112,122
1.4791,28.9236,-36.4670,211,215,223
-4.0812,-21.3182,-36.5023,27,29,15
15.1420,-2.9128,-36.4964,11,15,13
-0.7281,-12.8110,-37.3690,104,104,49
-15.8176,-18.2420,-36.8768,84,90,87
-0.0213,-20.4105,-37.1134,111,105,54
-28.6888,19.3551,-34.7670,14,9,14
5.3788,-12.6320,-37.4104,164,150,111
3.7482,-10.4215,-29.3724,91,53,51
2.5493,-20.3838,-37.1429,130,129,78
-33.2419,18.0128,-36.1928,181,170,150
3.6503,-18.3578,-37.2483,73,83,28
14.5712,-5.4082,-35.2070,17,24,7
8.0153,27.4805,-37.2074,50,18,23
22.7830,29.1654,-37.1854,74,71,35
9.9971,-12.0488,-37.3693,109,100,44
-1.4994,-23.9317,-35.9591,123,116,61
14.6912,-5.2866,-35.3260,37,49,19
-14.3679,18.6323,-36.3933,205,203,190
-30.6430,15.7948,-37.8347,167,159,148
16.0010,-1.6967,-38.0805,98,98,107
13.7744,16.0023,-38.4537,140,138,135
-24.0854,4.8102,-31.3790,35,21,24
7.6803,-23.0228,-36.2713,93,104,49
12.4139,13.5362,-35.8581,161,156,149
-27.3179,-2.4042,-29.8711,53,27,36
10.9473,-17.3960,-37.4008,80,78,35
13.1136,19.8329,-38.5007,85,90,105
12.0058,-23.2217,-36.2878,123,119,80
5.6577,-37.0616,-36.5625,183,161,122
15.3740,-6.5381,-36.3881,13,26,0
-42.9711,30.0912,-36.9973,16,21,26
8.1328,-35.9662,-36.6260,45,60,25
-10.6608,-26.5828,-35.8270,141,137,78
-20.2289,12.7640,-37.8784,82,87,96
11.4608,-32.0608,-36.4260,159,158,153
-7.2515,-2.7988,-25.2333,211,133,91
-24.1824,14.9125,-37.8928,89,96,107
10.1325,-35.0173,-36.4423,29,42,12
-26.5561,0.5126,-30.7385,71,76,84
25.9090,26.6189,-38.6526,166,166,164
18.1871,-15.6892,-37.7772,83,95,53
-22.9765,11.0126,-33.2790,186,185,177
12.6846,-31.9647,-36.4188,150,141,138
14.1392,-31.3333,-36.4515,149,140,144
7.3666,-35.3290,-36.5411,210,195,157
14.6383,-31.5601,-36.4151,87,84,70
12.0018,-32.0138,-36.4648,158,151,147
15.1145,-31.6179,-36.4749,81,84,63
-32.8635,55.0845,-36.6243,94,109,130
13.8333,-32.5357,-36.5569,56,65,37
23.9224,-15.8699,-37.6936,63,79,38
15.8135,-2.6487,-37.3923,91,123,50
24.1967,-15.7182,-37.6881,111,117,77
23.3186,-15.0915,-37.9331,180,171,142
24.3307,-15.6278,-37.7009,52,68,39
15.3831,-3.1531,-36.6215,121,135,86
-27.3195,-1.1622,-28.3231,34,46,60
-10.0614,45.2734,-31.0177,184,184,180
-36.5527,-16.8964,-32.2885,72,88,17
55.6853,14.9490,-35.7833,59,54,32
-23.7653,4.3903,-31.1153,85,63,36
-44.3138,-23.6892,-36.9522,88,100,104
-16.8067,42.5214,-38.0252,58,85,44
19.5992,-14.0013,-38.4958,200,196,188
-26.5998,17.2685,-37.7758,56,43,35
-14.7276,23.1751,-38.2634,92,111,123
-42.5295,-33.8295,-35.5871,86,95,37
1.9009,-19.1259,-37.0722,186,184,133
-37.2412,-16.4485,-37.4441,156,150,143
-29.6590,-23.1324,-37.1353,189,177,163
-4.8496,-2.9333,-25.5007,226,160,118
-2.5675,-22.0078,-37.0520,142,132,84
-4.7893,-3.2863,-25.5845,228,161,118
-1.7833,45.1815,-31.0337,216,192,157
-14.6329,17.9809,-38.1453,200,194,183
-28.6255,-31.6098,-35.5874,205,197,178
-25.2695,-40.2389,-35.8847,136,134,131
-16.3290,-19.4185,-35.7101,74,88,87
-28.6419,-27.4352,-35.7883,52,41,36
3.7088,26.7501,-37.3967,204,202,194
-26.2993,-43.3595,-35.6005,75,91,45
-30.5064,19.3227,-34.3521,11,9,8
-17.4215,-27.3930,-35.7610,84,96,42
-3.1008,39.6552,-38.3230,213,210,201
9.8886,17.6429,-38.0648,95,104,106
15.7622,25.6415,-38.6217,199,204,202
15.8666,-22.4162,-36.3204,199,196,185
4.0945,-13.5120,-37.3403,129,121,54
-3.8968,-19.1193,-36.9082,50,49,26
21.3199,25.7400,-38.4982,50,40,41
16.9984,-13.0969,-36.4824,107,90,66
5.7686,-25.6471,-36.1894,192,191,186
9.2735,28.6931,-36.9485,71,72,73
15.8753,-2.3736,-37.9211,56,60,65
3.6278,-25.1178,-36.0561,106,107,58
23.6162,-21.0598,-36.4829,68,83,34
15.9495,-7.8796,-37.7787,67,67,61
-1.0636,13.2215,-33.7382,69,74,33
12.2936,-17.4950,-37.4192,145,139,88
5.0813,-16.4557,-34.9117,40,51,20
13.2590,-20.0402,-36.8129,60,62,22
15.3053,-21.9859,-36.3391,171,156,131
3.3920,-21.5155,-36.8675,69,74,27
11.7303,-32.4498,-36.3845,94,100,69
-27.3072,-2.6731,-30.5645,73,79,77
6.4562,-20.0198,-37.1362,161,155,115
24.3436,-14.2535,-38.1241,148,150,135
18.0621,-16.8009,-37.6018,43,53,55
-1.6547,-0.7515,-25.5663,39,28,24
24.3436,-14.2535,-38.1241,148,150,135
-43.4160,30.2941,-37.8024,80,72,66
59.8288,4.0649,-36.2611,50,73,29
-23.6306,4.5022,-30.5599,32,20,22
-27.8067,24.3340,-37.5324,82,105,49
20.9818,-19.0817,-36.8362,38,48,23
-11.4396,37.0401,-37.6972,204,201,190
-28.6405,-29.9708,-35.4343,58,77,25
-8.0988,41.8658,-37.9193,206,203,198
17.1776,-20.2428,-36.4138,54,64,22
54.7898,-4.3670,-38.1478,147,145,142
-33.4651,-24.0749,-36.2634,71,76,46
-32.0960,-11.8458,-34.7584,68,81,108
0.0152,26.4559,-37.9454,47,69,85
1.8183,-19.6109,-37.1162,206,200,168
14.1195,3.2679,-35.8915,20,29,16
23.8258,-17.4631,-37.6539,38,51,25
15.6852,-2.8429,-37.2017,32,40,22
13.2097,25.3852,-38.5834,186,186,175
15.3991,-4.9919,-36.2864,29,46,21
23.0913,-21.3054,-36.4619,65,75,49
16.1210,-4.6844,-38.0268,224,216,214
13.5022,-21.4479,-36.2721,72,82,33
10.5302,-20.3176,-36.7405,47,60,14
12.4187,-34.4700,-36.3343,33,46,12
3.3335,-17.0618,-37.1117,111,110,53
9.0727,-25.0006,-36.2084,188,187,182
-25.4652,-7.4311,-27.2283,53,28,32
13.1128,29.1028,-37.8320,172,44,45
-36.1392,-15.9433,-36.7446,36,39,25
-16.0003,18.5933,-35.7342,201,196,189
-12.5731,44.8854,-30.6211,49,48,54
-34.3005,-33.2467,-35.4619,186,180,168
-43.4802,-35.0912,-35.1568,52,69,55
-24.9060,-28.4109,-35.8007,37,49,19
-36.9532,-17.6419,-32.2387,118,132,32
-3.4638,-18.6247,-37.0721,38,41,24
-1.7493,-22.0831,-36.9508,157,143,102
-38.5226,31.9457,-37.2080,101,121,127
7.9760,-12.3151,-37.3481,121,115,72
6.9566,-20.0000,-37.2324,96,106,41
8.5080,-11.8295,-37.4348,178,156,108
12.4185,32.7868,-38.3708,60,51,49
8.5019,-11.8123,-37.4262,178,156,108
-17.0233,-26.7037,-36.1457,50,64,28
11.8081,1.2670,-37.8968,38,49,58
-47.6151,33.5809,-37.4724,94,85,88
14.0622,-7.8425,-36.6475,16,24,18
25.2734,-15.1091,-37.8943,69,84,43
-12.9452,-25.1977,-36.6432,145,134,105
5.5826,-35.8612,-36.4303,165,142,111
-20.0910,-20.5868,-37.0391,194,192,188
-15.9585,37.2969,-36.2784,180,182,173
-25.6913,13.1610,-37.8210,188,191,188
-20.4624,32.1831,-37.8928,47,69,36
17.1672,-21.0155,-36.3674,116,113,62
-11.0390,22.2492,-38.1197,97,101,109
-21.0358,-20.0438,-36.6155,37,32,35
7.4842,26.6278,-37.6785,190,205,209
-28.5977,-30.7703,-35.3563,135,133,87
5.0148,24.5610,-38.4421,183,184,180
4.4673,38.2511,-37.5728,49,62,70
1.1213,-24.6110,-36.1513,91,91,41
-14.4843,-25.2211,-36.5861,123,120,71
14.6923,-7.1309,-36.0972,14,24,8
17.5644,-21.3537,-36.3636,99,106,60
-7.7037,-32.1169,-35.9188,236,232,227
-38.2176,-17.2689,-34.9688,179,173,159
-52.9210,-26.8951,-36.9071,175,166,161
-14.9943,-24.6376,-36.5149,170,154,111
-6.5788,-5.1897,-24.5845,82,46,37
-14.6619,-23.7907,-36.5306,53,49,38
6.7759,-11.6150,-37.3528,130,124,64
5.9743,-18.8888,-37.3011,131,134,93
0.6826,37.2907,-34.9861,166,167,157
10.8699,-20.8676,-36.1735,34,49,19
13.8596,3.2537,-35.5435,99,97,74
13.1161,19.8349,-38.4976,89,98,109
-17.8516,-20.5205,-37.1388,152,146,135
-29.1383,39.9165,-37.6517,47,48,52
-5.3240,-13.7570,-37.1398,123,123,63
8.3255,27.1173,-38.3346,223,244,251
-0.3804,-24.6934,-35.6582,14,36,112
-9.7449,19.2548,-38.2147,184,184,179
17.4828,-9.6219,-37.8971,206,203,194
-11.7005,36.7157,-37.5726,122,130,130
40.3772,-7.3937,-37.8786,104,110,61
18.7046,-12.3399,-37.8654,202,198,194
10.3394,-9.9278,-34.3052,146,155,164
18.1391,-16.3543,-37.5339,19,28,20
-16.9004,42.9636,-37.2604,40,49,41
9.1276,32.5484,-38.0004,216,210,200
-0.5925,-35.2644,-36.1221,156,153,149
-11.7185,22.5059,-38.2303,109,115,121
4.6701,-20.7067,-37.1287,50,57,22
-1.4572,-36.3811,-36.2661,91,98,61
-32.6782,18.7259,-35.3798,8,10,5
-25.5966,3.1035,-26.4065,175,109,78
-13.4650,-18.8837,-37.1187,192,188,178
14.5948,8.3347,-36.1174,133,138,145
-55.2442,-35.5376,-35.7699,69,70,44
16.0801,-31.4245,-36.5199,151,148,138
-55.2442,-35.5376,-35.7699,69,70,44
-43.7583,-35.3446,-32.1348,142,151,154
12.9669,-22.9530,-36.2614,153,145,132
-43.6412,-35.2006,-32.5308,122,135,144
-47.3104,17.5659,-35.6747,110,109,67
-28.0813,42.6215,-37.8545,94,95,96
-30.5959,23.3304,-35.1877,21,15,16
6.7940,-12.6433,-37.3063,118,108,51
-33.1501,18.1823,-36.0597,40,20,10
-11.1379,-2.7680,-25.1935,227,172,143
-38.1528,-34.8982,-35.4021,192,189,176
-17.7392,35.8268,-33.6995,59,46,44
2.2158,27.5705,-37.6700,97,119,133
-35.1896,-13.5509,-36.8868,48,40,26
-18.0180,33.7636,-35.5377,62,47,50
-1.4989,15.7508,-37.7379,67,72,52
-27.7160,19.1845,-37.7910,41,37,36
0.0899,26.5999,-38.2335,200,200,182
-25.9174,64.7162,-36.6024,13,24,8
-34.1263,-23.3120,-36.3808,96,95,39
-33.2264,-24.0441,-36.2842,77,86,48
22.4038,-15.3196,-37.8592,90,95,50
-31.2025,-29.0035,-35.7161,62,68,33
14.2945,-20.4125,-36.4035,52,70,25
-16.6055,42.1802,-38.5124,89,86,66
20.9347,-15.8046,-37.8118,70,82,45
-28.1762,43.6337,-33.9081,221,225,226
-16.3214,38.8792,-38.1819,29,32,27
-26.4005,-13.2018,-37.1722,138,126,76
-18.9555,-19.5168,-32.6606,190,177,167
-16.3090,-18.5276,-36.3816,18,29,39
-3.6101,39.4469,-38.5251,212,214,204
-11.5896,33.6544,-38.2268,133,103,86
-27.3554,-0.3374,-28.3117,40,47,59
-11.2603,35.7067,-37.4203,129,137,140
-13.3237,-25.7153,-36.2501,70,83,30
3.0573,28.1684,-37.3597,238,255,255
16.3052,-10.3491,-37.4284,63,64,31
6.0842,25.0805,-38.4110,198,196,187
6.3941,-23.4291,-36.1360,105,117,63
12.3710,-3.0305,-25.9093,201,202,206
14.3521,-18.4195,-37.4496,132,132,82
1.2593,-13.2370,-37.3405,142,134,79
10.9184,1.3080,-32.6487,113,128,155
-15.9981,37.5294,-35.1475,67,70,69
2.4090,-20.9530,-37.0952,127,124,72
12.2556,11.6432,-35.7582,71,85,85
3.4206,-0.3312,-25.4494,45,31,28
13.4228,12.5407,-35.8605,141,139,130
19.4751,25.8717,-38.7212,191,194,193
5.3860,-20.4244,-37.1623,133,123,82
-32.8163,36.6746,-32.6427,89,83,81
-30.8177,36.5602,-31.1784,88,78,87
5.6122,-24.6612,-36.1190,68,75,31
9.0191,-19.9695,-37.2197,67,69,29
21.0199,26.0323,-37.6437,162,152,163
-32.6511,16.9810,-36.2832,73,72,71
10.7852,-19.8246,-37.1510,80,85,37
21.3928,25.7220,-38.0765,73,68,78
14.9120,-9.8529,-35.9884,225,226,195
10.8426,1.3985,-35.6387,20,24,33
35.0442,-3.3806,-37.1179,125,152,161
11.9754,-18.3577,-37.4256,91,79,31
15.9083,-7.2551,-37.8139,91,88,72
13.9518,5.5731,-37.0911,24,28,31
15.9304,-7.4278,-37.8130,67,61,56
4.9418,-20.7287,-37.1429,116,108,62
-34.1497,36.6400,-32.7126,47,28,28
16.8535,-11.6343,-37.6037,175,159,119
-29.8691,-31.2728,-35.1569,151,144,101
14.9322,-22.3833,-36.3317,166,160,135
-34.9468,-32.9462,-35.2910,127,123,77
4.3839,-16.0948,-36.8790,143,127,84
17.4793,-12.6254,-37.8045,30,52,63
-56.6950,-33.4433,-36.5241,88,99,55
14.4498,-31.5897,-36.4911,152,143,138
-29.0596,-26.9061,-36.0925,84,88,60
18.1056,-22.1769,-36.3726,207,200,193
-37.0349,-38.7588,-35.3705,166,167,164
2.9060,38.1360,-36.5627,121,126,128
22.1825,-15.0451,-37.9017,115,116,72
-1.8512,25.5927,-36.0372,65,36,27
-28.8754,-31.5874,-35.5165,189,184,162
22.5902,-14.4213,-38.0467,195,184,182
-12.3472,19.3793,-38.1059,174,164,152
21.5034,-22.9827,-36.3879,187,183,182
24.3565,-14.4966,-38.0529,123,119,92
11.4557,-19.6561,-37.2357,123,115,64
23.7970,-21.4566,-36.4923,104,111,70
-27.9223,18.6019,-31.9942,46,41,48
-0.8254,-21.9804,-36.9582,149,139,88
-30.8903,41.5616,-34.5265,51,71,104
-29.4733,54.7637,-36.2786,42,49,66
0.6158,-21.8574,-36.9546,55,58,42
-52.7236,-34.7914,-35.6920,95,99,57
10.3012,-24.5073,-35.8652,198,190,185
-49.3806,-25.1891,-36.8788,198,193,188
2.7678,-9.2712,-28.7213,47,33,31
-25.5817,63.5033,-38.3866,72,98,40
-36.7349,-15.1172,-32.6962,12,22,6
-29.2298,-11.7624,-34.1588,215,220,225
-47.7727,-33.1937,-35.9775,88,99,61
-29.3993,18.1203,-34.3385,28,19,20
-41.0928,-24.9485,-36.7692,171,167,153
-13.1369,44.8978,-30.6669,71,67,82
-15.1191,-27.8747,-35.8794,122,121,86
-13.1369,44.8978,-30.6669,71,67,82
-28.4699,-31.2294,-35.4303,109,114,63
-30.7741,38.3004,-37.9030,27,22,26
-12.1017,45.0800,-30.4279,119,113,96
-30.7741,38.3004,-37.9030,27,22,26
-32.5266,-29.9551,-35.8222,81,84,58
-43.4802,-35.0912,-35.1568,58,68,53
-5.0274,-2.1875,-25.2785,236,165,121
-36.2209,34.8449,-32.1337,58,30,69
-27.9980,-4.6015,-32.0686,50,50,59
-30.6234,16.9988,-36.4186,58,47,50
-18.6273,-28.9068,-35.7463,189,181,165
-40.2472,-25.2235,-35.8826,30,37,43
-28.3113,33.5251,-38.2525,171,161,158
-19.9395,16.6468,-37.8085,189,185,182
-41.8541,-31.0137,-36.1676,99,110,62
-27.6152,-44.9512,-36.0076,167,165,142
49.8258,19.6697,-38.2002,20,28,30
-40.9617,-31.1727,-35.9691,36,42,27
-39.1704,-29.8566,-35.8947,83,96,55
13.1625,-19.2970,-37.2568,138,128,69
-9.5524,-3.2779,-25.3219,222,164,130
-33.0470,-13.3710,-37.0002,107,106,58
-26.6622,21.7625,-37.9207,89,90,94
16.3455,26.5458,-38.6260,179,179,177
14.1779,-22.4743,-36.3175,191,181,169
-15.9981,37.5294,-35.1475,67,70,69
-33.1792,-29.0944,-36.0104,61,71,43
15.0590,-21.0720,-36.3556,109,107,64
-21.3825,16.8678,-37.9778,179,179,171
0.9030,-14.2455,-37.2471,121,122,58
-6.1308,-5.8452,-26.1594,143,139,140
20.7798,-16.4141,-37.6879,35,44,12
-28.5204,-26.8706,-36.0638,39,40,30
16.9984,-13.0969,-36.4824,107,90,66
-27.3931,-28.3529,-35.7658,91,97,57
17.5701,27.3299,-38.4888,175,177,177
-1.7306,-1.3425,-25.3595,151,91,65
-20.7033,16.2815,-38.0525,178,179,171
-7.7965,41.9565,-38.1867,84,50,43
4.3408,25.4555,-37.6356,251,254,255
-29.9413,-46.0470,-36.2336,104,103,55
-13.5454,19.6161,-38.0447,41,50,15
-10.7241,34.3330,-38.2321,240,251,252
-11.3400,21.0736,-38.1513,91,85,92
4.5813,-34.8583,-36.4425,100,106,49
-17.5900,-25.6967,-36.6068,93,98,54
9.2957,28.1492,-38.2323,63,49,52
-14.3605,-25.8329,-36.3076,34,40,19
-1.0918,13.4253,-33.6655,44,56,38
1.0707,-21.9588,-36.5016,103,116,41
2.9934,-7.8558,-26.9552,29,24,27
3.1903,28.7530,-37.2272,69,98,125
24.7186,-15.2953,-37.9071,129,125,79
22.7751,-16.6960,-37.5499,36,46,19
-6.5084,-25.0969,-35.6627,45,65,21
-58.2237,-37.9661,-34.8675,66,84,25
